Protein FDR Confidence: Mascot,Master,Accession,Description,# Unique Peptides,# PSMs,# Razor Peptides,"Abundance: F1: 126, Sample, QC, 36478, Syngap1","Abundance: F1: 129N, Sample, QC, 36479, Syngap1","Abundance: F1: 131C, Sample, QC, 36480, Syngap1","Abundance: F2: 126, Sample, QC, 38823, Ube3a","Abundance: F2: 129N, Sample, QC, 38824, Ube3a","Abundance: F2: 131C, Sample, QC, 38825, Ube3a","Abundance: F3: 126, Sample, QC, 38820, Shank2","Abundance: F3: 129N, Sample, QC, 38821, Shank2","Abundance: F3: 131C, Sample, QC, 38822, Shank2","Abundance: F4: 126, Sample, QC, 41349, Shank3","Abundance: F4: 129N, Sample, QC, 41350, Shank3","Abundance: F4: 131C, Sample, QC, 41351, Shank3","Abundance: F1: 127N, Sample, WT, 36471, Syngap1","Abundance: F1: 128N, Sample, WT, 36472, Syngap1","Abundance: F1: 129C, Sample, WT, 36474, Syngap1","Abundance: F1: 130C, Sample, WT, 36477, Syngap1","Abundance: F2: 127N, Sample, WT, 38812, Ube3a","Abundance: F2: 128N, Sample, WT, 38813, Ube3a","Abundance: F2: 129C, Sample, WT, 38816, Ube3a","Abundance: F2: 130C, Sample, WT, 38817, Ube3a","Abundance: F3: 127N, Sample, WT, 38804, Shank2","Abundance: F3: 128N, Sample, WT, 38805, Shank2","Abundance: F3: 129C, Sample, WT, 38806, Shank2","Abundance: F3: 130C, Sample, WT, 38810, Shank2","Abundance: F4: 127N, Sample, WT, 41333, Shank3","Abundance: F4: 128N, Sample, WT, 41334, Shank3","Abundance: F4: 129C, Sample, WT, 41339, Shank3","Abundance: F4: 130C, Sample, WT, 41340, Shank3","Abundance: F1: 127C, Sample, HET, 36470, Syngap1","Abundance: F1: 128C, Sample, HET, 36473, Syngap1","Abundance: F1: 130N, Sample, HET, 36475, Syngap1","Abundance: F1: 131N, Sample, HET, 36476, Syngap1","Abundance: F2: 127C, Sample, KO, 38814, Ube3a","Abundance: F2: 128C, Sample, KO, 38815, Ube3a","Abundance: F2: 130N, Sample, KO, 38818, Ube3a","Abundance: F2: 131N, Sample, KO, 38819, Ube3a","Abundance: F3: 127C, Sample, KO, 38807, Shank2","Abundance: F3: 128C, Sample, KO, 38808, Shank2","Abundance: F3: 130N, Sample, KO, 38809, Shank2","Abundance: F3: 131N, Sample, KO, 38811, Shank2","Abundance: F4: 127C, Sample, KO, 41335, Shank3","Abundance: F4: 128C, Sample, KO, 41336, Shank3","Abundance: F4: 130N, Sample, KO, 41337, Shank3","Abundance: F4: 131N, Sample, KO, 41338, Shank3","Abundances (Normalized): F1: 126, Sample, QC, 36478, Syngap1","Abundances (Normalized): F1: 129N, Sample, QC, 36479, Syngap1","Abundances (Normalized): F1: 131C, Sample, QC, 36480, Syngap1","Abundances (Normalized): F2: 126, Sample, QC, 38823, Ube3a","Abundances (Normalized): F2: 129N, Sample, QC, 38824, Ube3a","Abundances (Normalized): F2: 131C, Sample, QC, 38825, Ube3a","Abundances (Normalized): F3: 126, Sample, QC, 38820, Shank2","Abundances (Normalized): F3: 129N, Sample, QC, 38821, Shank2","Abundances (Normalized): F3: 131C, Sample, QC, 38822, Shank2","Abundances (Normalized): F4: 126, Sample, QC, 41349, Shank3","Abundances (Normalized): F4: 129N, Sample, QC, 41350, Shank3","Abundances (Normalized): F4: 131C, Sample, QC, 41351, Shank3","Abundances (Normalized): F1: 127N, Sample, WT, 36471, Syngap1","Abundances (Normalized): F1: 128N, Sample, WT, 36472, Syngap1","Abundances (Normalized): F1: 129C, Sample, WT, 36474, Syngap1","Abundances (Normalized): F1: 130C, Sample, WT, 36477, Syngap1","Abundances (Normalized): F2: 127N, Sample, WT, 38812, Ube3a","Abundances (Normalized): F2: 128N, Sample, WT, 38813, Ube3a","Abundances (Normalized): F2: 129C, Sample, WT, 38816, Ube3a","Abundances (Normalized): F2: 130C, Sample, WT, 38817, Ube3a","Abundances (Normalized): F3: 127N, Sample, WT, 38804, Shank2","Abundances (Normalized): F3: 128N, Sample, WT, 38805, Shank2","Abundances (Normalized): F3: 129C, Sample, WT, 38806, Shank2","Abundances (Normalized): F3: 130C, Sample, WT, 38810, Shank2","Abundances (Normalized): F4: 127N, Sample, WT, 41333, Shank3","Abundances (Normalized): F4: 128N, Sample, WT, 41334, Shank3","Abundances (Normalized): F4: 129C, Sample, WT, 41339, Shank3","Abundances (Normalized): F4: 130C, Sample, WT, 41340, Shank3","Abundances (Normalized): F1: 127C, Sample, HET, 36470, Syngap1","Abundances (Normalized): F1: 128C, Sample, HET, 36473, Syngap1","Abundances (Normalized): F1: 130N, Sample, HET, 36475, Syngap1","Abundances (Normalized): F1: 131N, Sample, HET, 36476, Syngap1","Abundances (Normalized): F2: 127C, Sample, KO, 38814, Ube3a","Abundances (Normalized): F2: 128C, Sample, KO, 38815, Ube3a","Abundances (Normalized): F2: 130N, Sample, KO, 38818, Ube3a","Abundances (Normalized): F2: 131N, Sample, KO, 38819, Ube3a","Abundances (Normalized): F3: 127C, Sample, KO, 38807, Shank2","Abundances (Normalized): F3: 128C, Sample, KO, 38808, Shank2","Abundances (Normalized): F3: 130N, Sample, KO, 38809, Shank2","Abundances (Normalized): F3: 131N, Sample, KO, 38811, Shank2","Abundances (Normalized): F4: 127C, Sample, KO, 41335, Shank3","Abundances (Normalized): F4: 128C, Sample, KO, 41336, Shank3","Abundances (Normalized): F4: 130N, Sample, KO, 41337, Shank3","Abundances (Normalized): F4: 131N, Sample, KO, 41338, Shank3"
High,Master Protein,P62484,Abl interactor 2 OS=Mus musculus OX=10090 GN=Abi2 PE=1 SV=1,11,55,0,1416294.032,1589194.369,1548428.593,2206899.239,2121490.874,1727413.867,1586759.84,1594879.198,1611700.598,1506167.852,2344598.856,2013964.012,696354.8133,1025902.035,726212.5583,1043944.394,2103817.619,2267755.676,2405521.371,2453307.496,1633682.95,2270744.416,2054493.325,1773246.669,2400200.153,1737190.125,1982094.574,2593482.827,1097958.802,947887.3049,645266.1703,744235.2063,2137508.951,1794896.056,2311777.348,2494500.243,1704119.743,1864239.533,2051857.773,1908343.037,1824653.498,2017715.87,1622930.231,1738636.065,1463653.805,1589194.369,1577174.146,3580744.835,2563840.681,3793785.996,2863464.663,3103014.806,3008770.51,3124966.572,3217034.542,3261523.47,1457697.725,1379237.654,1304373.629,1548005.131,3908057.082,4074458.618,3904660.469,3995574.103,3380501.17,3357744.894,3185122.291,3241723.064,3735031.744,4012002.21,3640774.418,3264994.358,1446995.427,1355441.438,1400058.283,1517636.109,4032770.819,4013827.481,4145997.226,4072103.673,3606927.769,3358729.172,3606755.13,3506917.116,4313467.399,4238509.538,3689895.947,3708096.03
High,Master Protein,A2A8L5,Receptor-type tyrosine-protein phosphatase F OS=Mus musculus OX=10090 GN=Ptprf PE=1 SV=1,11,47,0,734212.0372,716152.6602,655417.3766,79221.12744,135360.8563,66899.07766,334652.482,282677.9027,234424.838,37096.83642,56362.44363,50558.31106,308047.9955,568117.3872,383271.6311,535219.7202,82280.73195,94096.17338,100357.0454,99094.48507,298174.6144,401235.8138,348229.1079,274288.146,52855.81951,42733.22737,50789.45722,69772.30617,537238.9678,484421.6191,304656.8237,333567.921,88907.00875,78086.18656,93349.73304,99895.53844,258583.3524,325305.9008,347256.2272,267757.8974,46461.39703,54986.12816,41426.17295,42122.76169,758763.5176,716152.6602,667584.7668,128538.1036,163584.8046,146925.2904,603913.4167,549981.2893,437631.2449,76967.76528,77335.16015,81876.89409,644844.9178,763785.2985,688406.4487,793646.556,152844.9017,169061.8476,162900.3145,161390.0251,616998.3182,593306.5368,539866.5844,501434.0217,82250.70873,98691.44443,93291.69201,87837.93885,708025.0449,692703.7977,661025.3709,680207.9741,167738.0534,174619.8508,167415.6616,163072.7398,547315.6909,586091.2183,610406.9177,492052.3905,109834.3996,115506.4656,94186.59208,89837.80361
High,Master Protein,O35459,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Mus musculus OX=10090 GN=Ech1 PE=1 SV=1",11,20,0,2223304.159,2591462.745,2470771.101,243710.8278,334783.8235,182785.2285,439791.9609,465379.2903,473801.5803,548842.2352,881579.0243,732324.082,1251645.541,1823137.266,1404454.74,906595.2029,103330.0915,80816.66733,95863.13609,105661.2241,222649.9771,365570.8213,320042.9935,256473.341,766922.074,341413.7565,502824.7256,1089965.798,2310402.99,1301538.213,933765.6014,740724.5434,77294.27723,90031.63208,84920.11854,80358.95345,201791.6167,294684.8676,264307.6652,251235.2813,213247.6356,385389.9447,322749.7057,317259.697,2297649.724,2591462.745,2516639.333,395426.4303,404589.2425,401437.1155,793647.9783,905447.1524,884506.8518,1138726.76,1209618.509,1185965.671,2620102.314,2451052.322,2522586.129,1344337.911,191946.2468,145202.6645,155605.767,172084.9308,460718.8366,540568.7888,496169.0848,468866.2661,1193433.092,788487.5271,923604.4644,1372182.666,3044870.679,1861148.28,2026026.352,1510477.205,145828.6786,201332.7946,152297.7878,131180.5803,427110.7056,530922.4722,464599.9542,461689.1676,504115.8364,809568.3742,733804.0834,676639.2614
High,Master Protein,Q9JL26,Formin-like protein 1 OS=Mus musculus OX=10090 GN=Fmnl1 PE=1 SV=1,11,27,3,866293.472,991665.2582,937892.3838,226496.7563,398345.6059,191589.4128,156455.6117,168087.9156,153057.6827,201195.8893,330032.362,272529.3973,443845.4438,600165.5567,441449.8014,741430.6168,239906.3261,255573.7806,268876.8672,299530.8096,157005.7937,233694.0074,205503.3505,187315.0802,333660.5369,243300.5066,254874.7156,339112.5221,672874.5299,744313.3308,415546.6414,483766.8336,223035.9347,228645.5403,239556.5609,271668.2655,141977.7699,185973.8596,179186.1937,178445.1908,221396.0451,235554.4516,200805.9918,248898.2453,895261.6531,991665.2582,955303.7358,367496.2028,481404.2246,420773.0672,282339.5854,327033.7286,285732.6246,417437.1585,452838.8751,441349.0113,929113.2644,806871.3249,792902.1231,1099424.841,445650.6155,459187.3825,436442.9629,487830.2243,324884.5006,345562.8271,318595.9743,342436.0672,519220.3223,561897.1444,468161.992,426916.4461,886778.599,1064338.689,901627.1798,986491.9169,420794.8737,511307.4655,429626.5113,443480.15,300509.1415,335062.0007,314973.4508,327924.5302,523378.6163,494816.8395,456552.7223,530840.5903
High,Master Protein,Q8JZR6,Electroneutral sodium bicarbonate exchanger 1 OS=Mus musculus OX=10090 GN=Slc4a8 PE=2 SV=1,11,38,0,440403.6947,550033.7039,518221.8541,401448.7513,592226.5593,357990.1291,230593.4137,191707.885,206091.2653,128671.9888,196992.3427,166924.061,170655.7492,363263.6015,228248.5571,344740.4569,426726.2248,500593.2944,574923.0997,536641.28,230405.6651,292982.5442,289792.6238,240524.7663,146804.0711,110408.5916,134473.2747,167437.7538,316950.7383,361024.4686,202045.0206,258837.4041,603649.7116,447564.1763,564485.9117,547066.9538,192651.8289,246860.3934,275353.7979,259921.7349,104505.0858,106078.2972,117498.7333,111219.7694,455130.4522,550033.7039,527842.3002,651359.8436,715711.0896,786226.141,416128.5627,372989.0052,384737.2906,266966.0376,270294.0715,270325.9539,357238.1387,488376.8822,409964.5417,511195.8062,792687.7454,899411.9975,933219.5203,873999.6943,476767.3068,433232.6593,449271.3287,439710.2196,228446.7255,254986.2029,247004.7922,210791.1862,417708.0855,516250.7423,438384.6818,527818.3397,1138886.9,1000863.189,1012362.642,893049.9639,407765.4956,444758.9434,484016.8438,477652.059,247049.2513,222833.0962,267145.2485,237205.2401
High,Master Protein,Q9JMA1,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus OX=10090 GN=Usp14 PE=1 SV=3,11,32,0,946197.8061,1054090.759,996656.1217,459158.1073,500423.9011,341081.8253,498450.8876,489310.5087,520669.1191,444583.8144,676622.2241,602138.7749,477222.6249,602400.3603,419859.205,627344.7669,528041.8522,479846.8858,414730.8764,456135.3426,448426.346,720201.1388,624570.8426,540006.2358,616948.898,448897.7987,473752.3638,705670.7198,649441.8076,747394.7583,483870.5804,514915.1381,415754.1974,395422.3324,488869.766,606777.3172,438437.3013,480606.2762,479300.945,476340.5035,430913.0252,466550.9157,390091.1613,354579.8858,977837.926,1054090.759,1015158.384,744994.6027,604766.7566,749091.736,899503.7981,952007.9985,972000.5642,922413.4986,928396.3698,975136.4646,998982.5897,809875.8273,754122.5615,930253.492,980891.9184,862137.09,673194.2928,742883.8682,927906.9646,1064959.878,968284.7293,987200.878,960054.8167,1036719.548,870203.4247,888384.8756,855896.7099,1068745.009,1049872.2,1050009.191,784390.3505,884261.247,876750.8236,990523.1114,927993.2845,865889.9738,842515.0928,875359.7399,1018675.211,980058.9547,886911.6906,756234.3223
High,Master Protein,O08759,Ubiquitin-protein ligase E3A OS=Mus musculus OX=10090 GN=Ube3a PE=1 SV=2,11,17,0,611850.166,660015.461,637603.7306,98812.93275,131815.1098,77391.13617,258874.9691,253395.2209,247619.8337,59832.29456,99471.81393,88880.78969,300342.2417,459969.4486,329200.0874,519708.2469,99393.22002,115797.3409,106425.1564,100964.4157,255525.5371,381123.8058,345774.8834,296840.1915,111520.9393,81949.06236,88661.41619,139247.9766,468630.5705,490483.2364,315670.3327,330240.0174,26819.59071,21076.43364,26092.33204,24028.38183,258506.5347,297715.0093,297908.8566,280972.3544,82856.84559,89389.64027,70062.62977,75900.43709,632309.9604,660015.461,649440.4223,160326.2589,159299.7382,169968.1902,467165.4193,493008.576,462264.0544,124138.8336,136485.7193,143938.4119,628714.2621,618389.6331,591286.8177,770645.484,184633.1041,208052.163,172750.1181,164435.4838,528746.6439,563566.9536,536061.7509,542662.0624,173541.464,189259.5489,162856.112,175302.4363,617606.3178,701371.6713,684921.7958,673421.7503,50599.67715,47132.07111,46794.61729,39224.71533,547153.099,536381.7628,523664.1208,516336.2872,195872.9713,187776.1129,159294.4716,161877.5286
High,Master Protein,Q922Q4,Pyrroline-5-carboxylate reductase 2 OS=Mus musculus OX=10090 GN=Pycr2 PE=1 SV=1,11,29,0,1647942.94,1670712.079,1700126.75,1487322.752,2557765.831,1157238.649,346534.8443,326050.5828,336147.239,683915.1671,1050608.321,896979.3035,933298.6846,1392847.882,838616.5262,823387.9471,888051.2775,909058.2227,1053906.864,1074483.442,232245.6903,359091.0217,317127.0473,326598.3666,856782.3642,566828.156,758674.705,1374008.075,1732085.027,926756.6743,721586.9859,693337.874,797123.4208,805979.3268,924646.9123,1098552.545,214559.922,282238.0318,279747.6032,247334.0721,509505.6778,687103.1829,525982.9489,479377.6093,1703048.872,1670712.079,1731688.479,2413215.416,3091082.865,2541554.092,625356.3117,634367.6608,627529.6421,1418973.345,1441544.36,1452617.342,1953698.522,1872565.001,1506265.994,1220954.654,1649646.363,1633297.691,1710709.587,1749955.202,480574.7821,530987.1232,491648.4348,597063.8353,1333267.696,1309077.102,1393557.852,1729769.932,2282707.794,1325225.47,1565654.428,1413846.839,1503907.654,1802367.307,1658284.063,1793313.056,454136.0102,508497.4834,491740.2736,454520.0072,1204467.661,1443361.495,1195875.407,1022398.1
High,Master Protein,P62821,Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3,11,196,6,50090591.19,46770512.37,47471037.2,17178378.31,21978365.54,12644487.96,29713489.32,27299930.02,27880774.28,20806033.03,34224430.82,27339389.04,25734546,38231116.23,29815330.04,35192786.59,16247553.18,16642652.42,19917129.95,18614773,27871395.71,37935389.5,35861091.61,30979031.16,20886972.97,15241008.88,17782510.15,32116931.54,39427283.7,37315335.13,23413011.65,24788225.92,17304930.4,14060755.44,16585724.53,17720498.15,24974641.49,30915980.4,32932442.13,32324545.87,15644378.02,16849016.39,15488589.35,16592921.36,51765581.67,46770512.37,48352305.62,27872314.39,26561051.18,27770114.77,53620922.67,53115049.19,52048656.88,43167936.17,46959494.09,44274901.87,53870797.55,51398470.07,53552268.95,52185360.18,30181497.05,29901721.46,32329635.85,30316910.98,57672932.06,56094979.03,55596171.03,56633654.83,32502917.29,35198773.25,32663480.79,40432733.61,51961056.4,53359456.6,50800092.12,50547873.08,32648667.19,31443295.22,29745238.2,28927519.98,52861149.16,55700141.22,57888639.34,59402057.69,36983194.14,35393841.99,35214873.67,35388743.55
High,Master Protein,O08756,3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus OX=10090 GN=Hsd17b10 PE=1 SV=4,11,47,0,3555170.266,3380248.413,3454067.314,1847007.215,3121398.797,1518404.754,2098536.227,2029516.579,2038438.983,2421649.97,3501068.901,3002021.1,1877911.033,2598422.315,1394256.854,1555495.497,1001051.292,1051785.871,1241960.433,1274647.997,1187008.896,1903831.759,1714192.573,1547144.051,2503745.105,1644337.866,1923297.631,3901459.151,3033122.281,1859640.54,1184419.853,1187484.346,960550.2068,860382.478,1123264.66,1137186.842,1102638.409,1375902.337,1288247.16,1158437.585,1297205.072,1901871.481,1201443.36,1347865.312,3674052.399,3380248.413,3518189.79,2996811.739,3772238.342,3334755.383,3787015.639,3948650.155,3805418.39,5024390.338,4803832.245,4861637.158,3931080.232,3493356.845,2504269.378,2306554.855,1859555.484,1889735.324,2015959.561,2075952.785,2456220.139,2815191.935,2657547.196,2828378.385,3896161.506,3797561.97,3532774.32,4911635.42,3997339.486,2659212.581,2569880.31,2421504.799,1812239.824,1924026.087,2014489.92,1856380.944,2333836.642,2478910.695,2264480.567,2128833.504,3066583.215,3995161.326,2731602.937,2874675.219
High,Master Protein,Q9EQQ9,Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Mgea5 PE=1 SV=2,11,24,0,813653.9533,885990.3812,889028.5806,221900.4186,253380.8999,165677.9444,403796.7866,415597.0097,422050.0492,523669.9449,842258.695,741930.3443,358690.5189,604922.295,449984.4128,565916.42,212291.2227,203628.8975,222963.514,195717.2921,368125.4006,551362.246,499259.0991,433172.8363,849262.4586,641951.3978,740162.8724,994593.648,592479.4064,654045.0427,404164.0073,430986.5573,212304.509,161187.7268,235108.6344,237242.7894,358296.32,449377.0353,412823.3161,381259.546,720641.0834,673269.3132,579765.7607,619233.2677,840861.9096,885990.3812,905532.8085,360038.5392,306213.082,363865.7054,728691.1354,808590.1905,787895.5576,1086499.801,1155666.91,1201522.577,750856.2353,813266.3531,808231.4119,839164.9276,394352.7276,365858.4234,361916.0609,318754.557,761744.0993,815298.1699,774011.415,791895.6782,1321565.719,1482572.569,1359554.729,1252116.503,780826.1936,935258.5994,876929.8505,878862.9677,400548.2309,360455.2617,421649.4927,387282.8784,758367.4513,809625.4431,725660.7318,700631.7005,1703590.201,1414301.413,1318156.067,1320676.861
High,Master Protein,Q6P5E8,Diacylglycerol kinase theta OS=Mus musculus OX=10090 GN=Dgkq PE=1 SV=1,11,16,0,362949.1088,415898.7064,399138.9052,121694.6008,147180.7152,100813.3352,275288.7419,281310.5279,304062.2434,32702.61555,51712.65986,45001.7581,172532.2639,248340.1188,204642.8952,276848.5504,136480.1522,133434.0877,138253.0436,140340.1095,270917.4526,430867.1865,388353.8404,322708.1775,63530.75015,49691.42998,56995.86138,72430.74758,260016.4529,262560.8955,186172.6942,219002.3919,116727.567,102955.108,125166.8985,150361.1519,254045.8277,332055.3774,305336.6793,294825.284,45886.00184,51252.59366,47405.43647,40525.79849,375085.8452,415898.7064,406548.6551,197452.2922,177869.2096,221408.5613,496785.6915,547320.9095,567632.4201,67850.72477,70955.1711,72878.30832,361166.2959,333872.0766,367565.6565,410522.8008,253525.8858,239739.966,224413.3852,228564.6247,560596.3908,637122.3839,602072.7636,589952.0691,98862.32538,114761.2596,104691.8128,91184.71105,342674.6229,375451.7187,403945.8981,446587.2283,220226.2245,230232.8542,224477.3332,245454.4556,537711.5983,598251.4924,536720.7459,541793.4902,108474.1696,107663.6262,107781.0522,86431.86201
High,Master Protein,Q8VEK0,Cell cycle control protein 50A OS=Mus musculus OX=10090 GN=Tmem30a PE=1 SV=1,11,22,0,1739703.298,1907862.653,1901755.871,1111139.119,1386514.251,909823.2949,1028451.578,913203.0394,973698.459,371459.0522,509237.2594,491700.9128,931327.9346,1457908.663,1048072.286,1362372.894,1131899.873,1010245.934,1284528.237,1344628.844,936806.3879,1608534.978,1372452.327,1146806.383,387312.6763,203021.0259,332327.8378,541404.7994,1312651.824,1621947.377,971580.736,1190616.787,1091787.308,1088586.907,1209098.546,1296142.818,794029.9976,1089291.23,1060574.016,1064873.855,213007.9246,212947.1002,327425.6614,393655.4252,1797877.626,1907862.653,1937060.712,1802848.807,1675614.863,1998174.81,1855942.328,1776738.048,1817729.181,770695.7223,698726.7136,796287.3504,1949573.1,1960033.663,1882476.191,2020184.448,2102620.15,1815100.848,2085055.941,2189926.944,1938488.181,2378537.22,2127740.426,2096509.621,602710.211,468872.5735,610430.3527,681586.7825,1729938.486,2319320.739,2108075.272,2427892.436,2059840.73,2434347.12,2168426.48,2115865.872,1680638.265,1962534.41,1864276.766,1956893.638,503549.1615,447326.7663,744435.3416,839573.1278
High,Master Protein,P62869,Elongin-B OS=Mus musculus OX=10090 GN=Elob PE=1 SV=1,11,37,0,3294248.43,3145891.536,3193409.273,2675113.214,2960408.269,2027678.619,1638866.125,1358858.885,1483604.301,2074770.497,3117800.499,2579823.018,1512935.655,2394980.721,1718560.143,2708355.469,2730270.893,2692804.79,2702322.844,2729385.432,1554669.454,2189164.147,2072575.637,1645955.209,2775356.38,2144423.413,2323917.062,3507770.371,2530965.072,2677896.758,1676329.892,1675783.253,2581447.276,2007463.211,2676756.185,3000427.835,1549933.521,1713243.648,1745603.681,1557127.47,2156075.247,2182410.913,1952212.448,2012214.951,3404405.54,3145891.536,3252692.805,4340432.792,3577679.85,4453234.339,2957495.593,2643811.046,2769636.54,4304691.828,4277947.962,4177906.491,3167067.738,3219847,3086760.9,4016064.635,5071758.315,4838140.987,4386430.862,4445207.855,3217002.362,3237112.326,3213155.662,3009017.896,4318824.898,4952498.491,4268644.847,4416011.685,3335548.547,3829286.681,3637196.028,3417238.469,4870335.276,4489179.737,4800559.071,4897996.399,3280578.306,3086685.653,3068421.756,2861496.529,5096945.968,4584475.748,4438552.355,4291574.539
High,Master Protein,Q8VC30,Triokinase/FMN cyclase OS=Mus musculus OX=10090 GN=Tkfc PE=1 SV=1,11,20,0,414569.7586,513524.4607,446923.3981,141100.6819,170886.3946,111088.7448,160933.4634,166852.6019,182204.9001,121051.8192,186288.3721,164558.5286,237678.1416,296926.6342,224034.992,313425.2472,150176.9623,150926.1106,146768.6924,148533.2085,157773.8545,226485.903,226526.3631,182496.8087,223590.4133,159602.9656,181466.6209,239666.7961,319211.2868,335491.1716,247711.431,248855.3856,107146.5494,104196.7363,131014.1747,156159.339,153366.8578,177548.6533,184781.6916,176055.9364,154450.2411,158478.2146,134662.6416,142015.2301,428432.6494,513524.4607,455220.2355,228939.1056,206517.7351,243975.652,290420.3106,324630.2884,340145.5151,251155.8641,255607.1058,266495.0813,497537.8639,399192.4962,402396.4225,464760.2818,278969.1159,271167.7447,238236.0507,241908.2982,326473.8116,334904.2186,351188.3733,333627.6469,347936.5211,368599.5227,333323.6666,301721.9659,420687.2531,479739.1354,537468.8103,507463.1192,202150.0204,233009.4392,234963.9792,254919.6055,324615.2041,319882.6283,324809.2157,323533.8536,365119.2298,332906.8448,306169.129,302884.6124
High,Master Protein,Q8K3G9,DCC-interacting protein 13-beta OS=Mus musculus OX=10090 GN=Appl2 PE=1 SV=1,11,23,0,163911.42,176870.9112,164854.1597,197607.3682,351282.8641,156368.7502,260703.2395,255236.7032,259353.5437,136760.0437,216697.0921,178896.8707,92872.72151,120302.2136,103953.8529,131316.9236,229739.2136,227844.6046,248407.0215,227325.3574,245280.8438,361602.7312,373574.7119,295543.62,236804.1702,161625.1978,196803.0055,279275.1994,143618.327,117099.335,90621.33258,109882.6684,213890.1796,187094.1377,208682.1238,227241.1538,246918.907,292624.7553,328334.6562,333271.7264,161332.8045,175500.9802,160605.538,179266.171,169392.4906,176870.9112,167914.5682,320622.5055,424528.4806,343420.6395,470464.7137,496591.3845,484168.8925,283746.9704,297331.046,289715.3767,194412.8946,161736.05,186714.8437,194722.3173,426764.1609,409366.5921,403216.1546,370232.9662,507547.7951,534701.1825,579160.3836,540291.763,368498.8902,373269.8233,361494.0261,351585.8832,189274.0075,167447.4277,196624.5143,224071.5085,403539.8656,418388.3456,374255.5516,370955.8817,522626.8085,527210.8466,577146.5845,612445.6132,381389.559,368665.6726,365152.9266,382331.9843
High,Master Protein,P19157,Glutathione S-transferase P 1 OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=2,11,61,0,9219140.18,10230813.02,9999286.45,3215871.656,3825716.252,2536266.871,7269378.399,7426532.007,7484898.368,4429513.146,6424294.251,5744198.698,4494454.817,6536254.553,4215480.07,6789345.916,3291321.547,3241996.956,3004242.1,3571521.633,6223714.624,10236195.82,10491341.73,8103701.211,7450041.411,5558194.342,6014187.902,7468674.31,6147881.883,7472814.499,4434879.626,5030376.466,2619296.047,2779279.332,3231170.777,4157421.919,6607267.779,8161899.518,7730153.945,7307710.51,5792786.488,5072541.445,4321861.936,4461053.933,9527421.069,10230813.02,10184916.59,5217825.817,4623412.281,5570207.534,13118310.43,14449143.74,13973030.41,9190264.211,8814802.779,9302469.535,9408359.701,8787435.919,7571558.73,10067530.77,6113967.468,5824870.191,4876508.48,5816751.211,12878431.87,15136240.8,16264937.94,14814608.46,11593258.64,12836527.02,11047051.81,9402483.498,8102268.462,10685829.82,9622525.156,10257887.43,4941743.36,6215149.743,5794859.565,6786711.332,13984896.15,14704982.66,13588062.86,13429207.73,13694104.5,10655620.85,9826190.019,9514363.992
High,Master Protein,Q5RKR3,Immunoglobulin superfamily containing leucine-rich repeat protein 2 OS=Mus musculus OX=10090 GN=Islr2 PE=1 SV=1,11,24,0,880473.3566,999979.3603,911058.5762,235460.6916,275740.4198,173179.9732,408713.8134,402353.6028,429164.9301,362634.3879,591263.12,426007.6291,368550.281,651864.347,433575.4769,679259.7138,254726.5159,253786.8877,277893.738,293573.0496,443601.4223,583273.0194,528401.9887,462165.1828,496777.1795,357130.5865,453775.5351,632025.2583,568086.1653,772696.1801,395971.927,473882.8253,253254.1148,206115.305,252747.6089,296894.2046,431450.4356,525362.1607,576403.7339,467805.175,322866.9131,495300.178,343912.2659,346557.9767,909915.7019,999979.3603,927971.7763,382040.3943,333234.7615,380341.8334,737564.3952,782823.6699,801177.8284,752386.4874,811274.7625,689900.0539,771495.933,876375.9323,778758.7967,1007235.182,473180.6386,455976.8862,451079.2156,478127.1311,917922.9831,862484.5619,819192.2224,844897.4178,773051.586,824785.1989,833509.3497,795670.9337,748678.4406,1104925.043,859155.1856,966336.5578,477806.5624,460924.3375,453283.6547,484659.7969,913204.9341,946524.9418,1013202.353,859674.5674,763254.9993,1040451.017,781919.3035,739125.5036
